Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"FA861118F0022","FA861113D2850","P00072","6","DO Delivery Order","$26,782,771.00","Mar 23, 2022",,"5700","DEPT OF THE AIR FORCE","FA8611 AFLCMC WAUK F22","S","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861122F0003","FA861122D0001","P00001","0","DO Delivery Order","$47,856,917.05","Oct 18, 2022","Jul 21, 2022","5700","DEPT OF THE AIR FORCE","FA8611 AFLCMC WAUK F22","S","AC32","NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861122F0007","FA861119D2123","0","0","DO Delivery Order","$15,928,893.30","May 27, 2022","May 20, 2021","5700","DEPT OF THE AIR FORCE","FA8611 AFLCMC WAUK F22","P","1510","AIRCRAFT, FIXED WING","488190","OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA862122F6256","FA862115D6276","0","0","DO Delivery Order","$10,884,514.00","Jul 29, 2022","Sep 1, 2021","5700","DEPT OF THE AIR FORCE","FA8621 AFLCMC WNSK SIMS","P","6930","OPERATION TRAINING DEVICES","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","ORLANDO","FL","328255002","NONE","NONE OF THE ABOVE","KDT2YLB34NT6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","16331",
"FA862519F7502","FA862516D6458","P00010","0","DO Delivery Order","$19,089,327.00","Feb 9, 2022","Feb 19, 2019","5700","DEPT OF THE AIR FORCE","FA8625  AFLCMC WLNK C130","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","MARIETTA","GA","300630001","NONE","NONE OF THE ABOVE","SJDEB3MKJEW5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","98897",
"FA862522F3003","FA862520D3000","0","14","DO Delivery Order","$35,125,153.00","Mar 4, 2022","Dec 9, 2019","5700","DEPT OF THE AIR FORCE","FA8625  AFLCMC WLNK C130","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","MARIETTA","GA","300630001","NONE","NONE OF THE ABOVE","SJDEB3MKJEW5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","98897",
"FA862523F3025","FA862520D3000","P00001","0","DO Delivery Order","$37,430,074.00","Dec 7, 2022","Jun 3, 2022","5700","DEPT OF THE AIR FORCE","FA8625  AFLCMC WLNK C130","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","MARIETTA","GA","300630001","NONE","NONE OF THE ABOVE","SJDEB3MKJEW5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","98897",
"FA868118C0021",,"P00055","4","DCA Definitive Contract","$16,000,000.00","Mar 30, 2022","Aug 1, 2018","5700","DEPT OF THE AIR FORCE","FA8656 AFLCMC EBX","S","AC25","NATIONAL DEFENSE R&D SVCS; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D FACILITIES & MAJ EQUIP","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA868222CB001",,"P00002","0","DCA Definitive Contract","$22,455,868.00","Oct 19, 2022","Jul 12, 2021","5700","DEPT OF THE AIR FORCE","FA8682  AFLCMC EBJK","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA880708C0010",,"P00692","5","DCA Definitive Contract","$11,006,300.00","May 26, 2022",,"5700","DEPT OF THE AIR FORCE","FA8807 MIL COMM AND PNT SSC/CGK","P","1810","SPACE VEHICLES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504",,,"FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA880718C0009",,"P00113","9","DCA Definitive Contract","$44,720,000.00","Oct 13, 2022","Mar 13, 2018","5700","DEPT OF THE AIR FORCE","FA8807 MIL COMM AND PNT SSC/CGK","P","1555","SPACE VEHICLES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA881013C0001",,"P00089","10","DCA Definitive Contract","$16,000,000.00","Jun 28, 2022",,"5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","P","1810","SPACE VEHICLES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","SUNNYVALE","CA","940891212",,,"CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881013C0001",,"P00096","10","DCA Definitive Contract","$30,167,713.00","May 9, 2022",,"5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","P","1810","SPACE VEHICLES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","SUNNYVALE","CA","940891212",,,"CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00070","5","DCA Definitive Contract","$25,000,000.00","Apr 13, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00077","4","DCA Definitive Contract","$40,007,827.00","Jul 5, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA882321C0001",,"P00019","0","DCA Definitive Contract","$32,407,267.00","Jan 3, 2022","Mar 31, 2020","5700","DEPT OF THE AIR FORCE","FA8823  SUSTAINMENT MCPNT SSC/PKL","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA882321C0001",,"P00041","0","DCA Definitive Contract","$17,000,000.00","Nov 10, 2022","Mar 31, 2020","5700","DEPT OF THE AIR FORCE","FA8823  SUSTAINMENT MCPNT SSC/PKL","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"GSQ0017AJ0021","GS00Q09BGD0011","PS055","0","DO Delivery Order","$19,801,571.00","Jan 18, 2022",,"4732","FEDERAL ACQUISITION SERVICE","GSA FAS AAS FEDSIM","S","D301","IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE","541512","COMPUTER SYSTEMS DESIGN SERVICES","MANASSAS","VA","201104166",,,"NMHFLDYJJ4C5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","52088",
"H9225420F2336","H9225417D0001","P00010","0","DO Delivery Order","$12,589,454.00","Jun 16, 2022","Aug 19, 2019","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SPECIAL OPERATIONS FORCES SPT ACTY","S","R706","SUPPORT- MANAGEMENT: LOGISTICS SUPPORT","561990","ALL OTHER SUPPORT SERVICES","LEXINGTON","KY","405169721","NONE","NONE OF THE ABOVE","JKVWEPKJRR65","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","622B7",
"H9225421F2503","H9225417D0001","P00023","0","DO Delivery Order","$12,144,449.68","Apr 20, 2022","Jan 27, 2021","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SPECIAL OPERATIONS FORCES SPT ACTY","S","R706","SUPPORT- MANAGEMENT: LOGISTICS SUPPORT","561990","ALL OTHER SUPPORT SERVICES","LEXINGTON","KY","405169721","NONE","NONE OF THE ABOVE","JKVWEPKJRR65","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","622B7",
"H9225421F2509","H9225417D0001","P00002","0","DO Delivery Order","$11,597,512.00","May 12, 2022","Feb 27, 2021","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SPECIAL OPERATIONS FORCES SPT ACTY","S","R706","SUPPORT- MANAGEMENT: LOGISTICS SUPPORT","561990","ALL OTHER SUPPORT SERVICES","LEXINGTON","KY","405169721","NONE","NONE OF THE ABOVE","JKVWEPKJRR65","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","622B7",
"HQ014716C0011",,"P00147","0","DCA Definitive Contract","$11,493,634.40","Mar 31, 2022",,"97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054",,,"CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085121C0001",,"P00022","0","DCA Definitive Contract","$43,189,131.82","Jun 14, 2022","Sep 2, 2020","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085121C0001",,"P00029","0","DCA Definitive Contract","$135,849,786.69","Nov 30, 2022","Sep 2, 2020","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085121C0002",,"P00022","0","DCA Definitive Contract","$12,699,931.67","Jan 14, 2022","Jan 28, 2019","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085321C0002",,"P00012","0","DCA Definitive Contract","$48,507,921.56","Sep 22, 2022","Feb 19, 2020","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","P","1450","GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"N0001917C0001",,"P00080","16","DCA Definitive Contract","$22,636,575.00","Jul 6, 2022",,"1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619",,,"G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001917C0001",,"P00083","16","DCA Definitive Contract","$35,140,467.00","Jul 26, 2022",,"1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619",,,"G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001918C1048",,"P00060","16","DCA Definitive Contract","$11,506,002.00","Nov 10, 2022",,"1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001919C0010",,"P00072","0","DCA Definitive Contract","$52,554,653.00","Aug 24, 2022","Nov 7, 2018","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001919F2474","N0001914G0020","P00033","0","DO Delivery Order","$54,089,217.68","Jun 7, 2022","Dec 27, 2018","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","AC15","NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001920F0157","N0001919G0029","P00005","0","DO Delivery Order","$14,117,552.00","Nov 16, 2022","May 5, 2020","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1520","AIRCRAFT, ROTARY WING","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0001920F0301","N0001919G0008","P00011","0","DO Delivery Order","$14,765,349.00","Jul 1, 2022","Apr 11, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001920F0350","N0001919G0029","P00011","0","DO Delivery Order","$28,579,846.90","Feb 10, 2022","Jun 18, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","K016","MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0001921C0020",,"P00044","0","DCA Definitive Contract","$26,549,998.50","Jun 10, 2022","Sep 30, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001922C0032",,"P00001","0","DCA Definitive Contract","$578,299,264.00","Jun 20, 2022","Mar 2, 2022","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001922F1186","N0001919G0029","0","0","DO Delivery Order","$30,809,299.00","Jan 31, 2022","Sep 15, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1520","AIRCRAFT, ROTARY WING","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0002413C5116",,"P00153","0","DCA Definitive Contract","$31,197,709.19","Dec 12, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054",,,"CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002418C4208",,"P00013","0","DCA Definitive Contract","$14,498,620.00","May 4, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","P","2895","MISCELLANEOUS ENGINES AND COMPONENTS","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","BALTIMORE","MD","212204207","NONE","NONE OF THE ABOVE","MJENSFHZJP11","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","38597",
"N0002418C5103",,"P00059","0","DCA Definitive Contract","$14,000,776.29","Jun 16, 2022","Mar 1, 2018","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002419C6400",,"P00017","0","DCA Definitive Contract","$17,711,559.00","Jul 7, 2022","Dec 18, 2018","1700","DEPT OF THE NAVY","NAVSEA HQ","S","K012","MODIFICATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT","541330","ENGINEERING SERVICES","MANASSAS","VA","201104166","S","SERVICE CONTRACT INVENTORY (FAR 4.17)","NMHFLDYJJ4C5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","52088",
"N0002419F6201","N0002419D6200","P00021","0","DO Delivery Order","$10,574,736.00","May 3, 2022","Jun 18, 2018","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5865","ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"N0002420C5105",,"P00019","0","DCA Definitive Contract","$31,416,337.00","Dec 29, 2022","May 17, 2019","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002420C5503",,"P00015","0","DCA Definitive Contract","$30,596,828.00","Jul 27, 2022","Apr 30, 2019","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5865","ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"N0002420C6117",,"P00011","0","DCA Definitive Contract","$14,487,536.00","Jun 15, 2022","Jan 15, 2020","1700","DEPT OF THE NAVY","NAVSEA HQ","P","1287","FIRE CONTROL SONAR EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MANASSAS","VA","201104166","NONE","NONE OF THE ABOVE","NMHFLDYJJ4C5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","52088",
"N0002421C5119",,"P00016","0","DCA Definitive Contract","$25,051,462.00","Feb 8, 2022","May 31, 2019","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002422F6209","N0002419D6200","0","0","DO Delivery Order","$12,792,525.00","Mar 10, 2022","Mar 31, 2021","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5865","ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"N0003019C0025",,"P00034","0","DCA Definitive Contract","$226,172,577.00","Jan 6, 2022","Dec 11, 2018","1700","DEPT OF THE NAVY","STRATEGIC SYSTEMS PROGRAMS","S","AC22","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","LITTLETON","CO","801258504","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"N0003019C0025",,"P00041","0","DCA Definitive Contract","$28,546,737.00","Jul 13, 2022","Dec 11, 2018","1700","DEPT OF THE NAVY","STRATEGIC SYSTEMS PROGRAMS","S","AC22","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","LITTLETON","CO","801258504","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
